Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
LGALS3BP_ITGB1	LGALS3BP	lectin, galactoside-binding, soluble, 3 binding protein	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)				HPRD				ITGB1		novel	literature supported
LGALS3BP_VANGL1	LGALS3BP	lectin, galactoside-binding, soluble, 3 binding protein	VANGL1	VANGL planar cell polarity protein 1					STRING.binding					novel	putative
LHB_LHCGR	LHB	luteinizing hormone beta polypeptide	LHCGR	luteinizing hormone/choriogonadotropin receptor		HPMR	IUPHAR	HPRD	STRING.binding		LHB	LHCGR		known	literature supported
LIF_IL6ST	LIF	leukemia inhibitory factor	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	LIF	IL6ST		known	literature supported
LIF_LIFR	LIF	leukemia inhibitory factor	LIFR	leukemia inhibitory factor receptor alpha	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	LIF	LIFR		known	literature supported
LIN7C_ABCA1	LIN7C	lin-7 homolog C (C. elegans)	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1				HPRD						novel	literature supported
LIN7C_HTR2C	LIN7C	lin-7 homolog C (C. elegans)	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled				HPRD				HTR2C		novel	literature supported
LIN7C_KCNJ4	LIN7C	lin-7 homolog C (C. elegans)	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4					STRING.binding	STRING.experiment				novel	putative
LIPC_LRP1	LIPC	lipase, hepatic	LRP1	low density lipoprotein receptor-related protein 1				HPRD				LRP1		novel	literature supported
LIPH_LPAR1	LIPH	lipase, member H	LPAR1	lysophosphatidic acid receptor 1		HPMR					LIPH	EDG2		known	literature supported
LIPH_LPAR2	LIPH	lipase, member H	LPAR2	lysophosphatidic acid receptor 2		HPMR					LIPH	EDG4		known	literature supported
LIPH_LPAR4	LIPH	lipase, member H	LPAR4	lysophosphatidic acid receptor 4		HPMR					LIPH	GPR23		known	literature supported
LPA_ITGAM	LPA	lipoprotein, Lp(a)	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)					STRING.binding			ITGAM		novel	putative
LPA_ITGB2	LPA	lipoprotein, Lp(a)	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)					STRING.binding			ITGB2		novel	putative
LPA_LRP2	LPA	lipoprotein, Lp(a)	LRP2	low density lipoprotein receptor-related protein 2				HPRD				LRP2		novel	literature supported
LPL_CD44	LPL	lipoprotein lipase	CD44	CD44 molecule (Indian blood group)					STRING.binding			CD44		novel	putative
LPL_GPIHBP1	LPL	lipoprotein lipase	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1									17403372	novel	literature supported
LPL_LRP1	LPL	lipoprotein lipase	LRP1	low density lipoprotein receptor-related protein 1				HPRD	STRING.binding	STRING.experiment		LRP1		novel	literature supported
LPL_LRP2	LPL	lipoprotein lipase	LRP2	low density lipoprotein receptor-related protein 2				HPRD				LRP2		novel	literature supported
LPL_SDC1	LPL	lipoprotein lipase	SDC1	syndecan 1					STRING.binding			SDC1	9294130	novel	literature supported
LPL_VLDLR	LPL	lipoprotein lipase	VLDLR	very low density lipoprotein receptor				HPRD				VLDLR		novel	literature supported
LRP1B_PLAUR	LRP1B	low density lipoprotein receptor-related protein 1B	PLAUR	plasminogen activator, urokinase receptor				HPRD				PLAUR		novel	literature supported
LRPAP1_LDLR	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	LDLR	low density lipoprotein receptor				HPRD			LRPAP1	LDLR		novel	literature supported
LRPAP1_LRP1	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	LRP1	low density lipoprotein receptor-related protein 1		HPMR		HPRD			LRPAP1	LRP1		known	literature supported
LRPAP1_LRP2	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	LRP2	low density lipoprotein receptor-related protein 2				HPRD			LRPAP1	LRP2		novel	literature supported
LRPAP1_LRP8	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor				HPRD			LRPAP1	LRP8		novel	literature supported
LRPAP1_SORL1	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	SORL1	sortilin-related receptor, L(DLR class) A repeats containing				HPRD			LRPAP1	SORL1		novel	literature supported
LRPAP1_SORT1	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	SORT1	sortilin 1				HPRD			LRPAP1	SORT1		novel	literature supported
LRPAP1_VLDLR	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	VLDLR	very low density lipoprotein receptor				HPRD			LRPAP1	VLDLR		novel	literature supported
LTA_CACHD1	LTA	lymphotoxin alpha	CACHD1	cache domain containing 1					STRING.binding		LTA			novel	putative
LTA_EDNRA	LTA	lymphotoxin alpha	EDNRA	endothelin receptor type A					STRING.binding		LTA	EDNRA		novel	putative
LTA_LTBR	LTA	lymphotoxin alpha	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	DLRP			HPRD			LTA	LTBR		known	literature supported
LTA_TNFRSF14	LTA	lymphotoxin alpha	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	DLRP		IUPHAR	HPRD			LTA	TNFRSF14		known	literature supported
LTA_TNFRSF1A	LTA	lymphotoxin alpha	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	DLRP		IUPHAR	HPRD	STRING.binding	STRING.experiment	LTA	TNFRSF1A		known	literature supported
LTA_TNFRSF1B	LTA	lymphotoxin alpha	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	DLRP		IUPHAR	HPRD	STRING.binding		LTA	TNFRSF1B		known	literature supported
LTBP1_ITGB5	LTBP1	latent transforming growth factor beta binding protein 1	ITGB5	integrin, beta 5				HPRD				ITGB5		novel	literature supported
LTBP3_ITGB5	LTBP3	latent transforming growth factor beta binding protein 3	ITGB5	integrin, beta 5				HPRD				ITGB5		novel	literature supported
LTB_CD40	LTB	lymphotoxin beta (TNF superfamily, member 3)	CD40	CD40 molecule, TNF receptor superfamily member 5		HPMR					LTB	CD40		known	literature supported
LTB_LTBR	LTB	lymphotoxin beta (TNF superfamily, member 3)	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	DLRP	HPMR		HPRD			LTB	LTBR		known	literature supported
LTB_TNFRSF1A	LTB	lymphotoxin beta (TNF superfamily, member 3)	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A				HPRD			LTB	TNFRSF1A		novel	literature supported
LTF_GP9	LTF	lactotransferrin	GP9	glycoprotein IX (platelet)					STRING.binding		LTF			novel	putative
LTF_GPR162	LTF	lactotransferrin	GPR162	G protein-coupled receptor 162					STRING.binding		LTF			novel	putative
LTF_LRP1	LTF	lactotransferrin	LRP1	low density lipoprotein receptor-related protein 1		HPMR		HPRD			LTF	LRP1		known	literature supported
LTF_LRP11	LTF	lactotransferrin	LRP11	low density lipoprotein receptor-related protein 11		HPMR					LTF	LRP11		known	literature supported
LTF_TFRC	LTF	lactotransferrin	TFRC	transferrin receptor					STRING.binding		LTF	TFRC		novel	putative
LY6G5C_TMEM8A	LY6G5C	lymphocyte antigen 6 complex, locus G5C	TMEM8A	transmembrane protein 8A					STRING.binding					novel	putative
LY86_CD180	LY86	lymphocyte antigen 86	CD180	CD180 molecule				HPRD	STRING.binding	STRING.experiment				novel	literature supported
LYPD3_AGR2	LYPD3	LY6/PLAUR domain containing 3	AGR2	anterior gradient 2					STRING.binding			AGR2		novel	putative
LYZ_ITGAL	LYZ	lysozyme	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)					STRING.binding			ITGAL		novel	putative
MADCAM1_CD44	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	CD44	CD44 molecule (Indian blood group)				HPRD			MADCAM1	CD44		novel	literature supported
MADCAM1_ITGA4	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)		HPMR		HPRD	STRING.binding		MADCAM1	ITGA4		known	literature supported
MADCAM1_ITGB7	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	ITGB7	integrin, beta 7		HPMR		HPRD	STRING.binding		MADCAM1	ITGB7		known	literature supported
MATN1_ITGA1	MATN1	matrilin 1, cartilage matrix protein	ITGA1	integrin, alpha 1				HPRD				ITGA1		novel	literature supported
MATN1_ITGB1	MATN1	matrilin 1, cartilage matrix protein	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)									10196235	novel	literature supported
MATN1_PTPRD	MATN1	matrilin 1, cartilage matrix protein	PTPRD	protein tyrosine phosphatase, receptor type, D					STRING.binding			PTPRD		novel	putative
MBL2_CALCR	MBL2	mannose-binding lectin (protein C) 2, soluble	CALCR	calcitonin receptor				HPRD				CALCR		novel	literature supported
MBL2_CD93	MBL2	mannose-binding lectin (protein C) 2, soluble	CD93	CD93 molecule				HPRD				CD93		novel	literature supported
MDK_ALK	MDK	midkine (neurite growth-promoting factor 2)	ALK	anaplastic lymphoma receptor tyrosine kinase		HPMR		HPRD			MDK	ALK		known	literature supported
MDK_GPC2	MDK	midkine (neurite growth-promoting factor 2)	GPC2	glypican 2					STRING.binding		MDK			novel	putative
MDK_ITGA4	MDK	midkine (neurite growth-promoting factor 2)	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)					STRING.binding		MDK	ITGA4		novel	putative
MDK_ITGA6	MDK	midkine (neurite growth-promoting factor 2)	ITGA6	integrin, alpha 6					STRING.binding		MDK	ITGA6		novel	putative
MDK_ITGB1	MDK	midkine (neurite growth-promoting factor 2)	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)					STRING.binding		MDK	ITGB1		novel	putative
MDK_LRP1	MDK	midkine (neurite growth-promoting factor 2)	LRP1	low density lipoprotein receptor-related protein 1				HPRD			MDK	LRP1		novel	literature supported
MDK_LRP2	MDK	midkine (neurite growth-promoting factor 2)	LRP2	low density lipoprotein receptor-related protein 2				HPRD			MDK	LRP2		novel	literature supported
MDK_PTPRB	MDK	midkine (neurite growth-promoting factor 2)	PTPRB	protein tyrosine phosphatase, receptor type, B	DLRP						MDK			known	putative
MDK_PTPRZ1	MDK	midkine (neurite growth-promoting factor 2)	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	DLRP			HPRD			MDK	PTPRZ1		known	literature supported
MDK_SDC1	MDK	midkine (neurite growth-promoting factor 2)	SDC1	syndecan 1				HPRD			MDK	SDC1		novel	literature supported
MDK_SDC3	MDK	midkine (neurite growth-promoting factor 2)	SDC3	syndecan 3				HPRD			MDK	SDC3		novel	literature supported
MDK_SDC4	MDK	midkine (neurite growth-promoting factor 2)	SDC4	syndecan 4				HPRD	STRING.binding		MDK	SDC4		novel	literature supported
MDK_TSPAN1	MDK	midkine (neurite growth-promoting factor 2)	TSPAN1	tetraspanin 1				HPRD			MDK	TSPAN1		novel	literature supported
MEPE_PHEX	MEPE	matrix extracellular phosphoglycoprotein	PHEX	phosphate regulating endopeptidase homolog, X-linked					STRING.binding				15664000	novel	literature supported
MFAP2_NOTCH1	MFAP2	microfibrillar-associated protein 2	NOTCH1	notch 1					STRING.binding			NOTCH1	16492672	novel	literature supported
MFAP5_NOTCH1	MFAP5	microfibrillar associated protein 5	NOTCH1	notch 1					STRING.binding			NOTCH1	16492672	novel	literature supported
MFGE8_ITGAV	MFGE8	milk fat globule-EGF factor 8 protein	ITGAV	integrin, alpha V					STRING.binding			ITGAV	24441829	novel	literature supported
MFGE8_ITGB3	MFGE8	milk fat globule-EGF factor 8 protein	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)									24441829	novel	literature supported
MFGE8_PDGFRB	MFGE8	milk fat globule-EGF factor 8 protein	PDGFRB	platelet-derived growth factor receptor, beta polypeptide									21868707	novel	literature supported
MFI2_TFRC	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	TFRC	transferrin receptor					STRING.binding	STRING.experiment		TFRC		novel	putative
MFNG_NOTCH1	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	NOTCH1	notch 1				HPRD				NOTCH1		novel	literature supported
MFNG_NOTCH2	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	NOTCH2	notch 2				HPRD				NOTCH2		novel	literature supported
MIA_CDH19	MIA	melanoma inhibitory activity	CDH19	cadherin 19, type 2					STRING.binding					novel	putative
MIA_CDH7	MIA	melanoma inhibitory activity	CDH7	cadherin 7, type 2					STRING.binding				19200257	novel	literature supported
MLLT4_EPHA7	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	EPHA7	EPH receptor A7				HPRD			MLLT4	EPHA7		novel	literature supported
MLLT4_EPHB2	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	EPHB2	EPH receptor B2				HPRD			MLLT4	EPHB2		novel	literature supported
MLLT4_EPHB3	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	EPHB3	EPH receptor B3				HPRD	STRING.binding		MLLT4	EPHB3		novel	literature supported
MLLT4_EPHB6	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	EPHB6	EPH receptor B6				HPRD			MLLT4	EPHB6		novel	literature supported
MLLT4_F11R	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	F11R	F11 receptor				HPRD			MLLT4			novel	literature supported
MLLT4_NRXN2	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	NRXN2	neurexin 2				HPRD			MLLT4	NRXN2		novel	literature supported
MLLT4_NRXN3	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	NRXN3	neurexin 3				HPRD			MLLT4	NRXN3		novel	literature supported
MLLT4_PVRL1	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C)				HPRD	STRING.binding	STRING.experiment	MLLT4	PVRL1		novel	literature supported
MLLT4_PVRL2	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)				HPRD	STRING.binding	STRING.experiment	MLLT4	PVRL2		novel	literature supported
MLLT4_PVRL3	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	PVRL3	poliovirus receptor-related 3				HPRD	STRING.binding	STRING.experiment	MLLT4	PVRL3		novel	literature supported
MLLT4_PVRL4	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	PVRL4	poliovirus receptor-related 4				HPRD		STRING.experiment	MLLT4	PVRL4		novel	literature supported
MLN_MLNR	MLN	motilin	MLNR	motilin receptor		HPMR	IUPHAR	HPRD	STRING.binding		MLN	MLNR		known	literature supported
MMP12_PLAUR	MMP12	matrix metallopeptidase 12 (macrophage elastase)	PLAUR	plasminogen activator, urokinase receptor				HPRD				PLAUR		novel	literature supported
MMP13_LRP1	MMP13	matrix metallopeptidase 13 (collagenase 3)	LRP1	low density lipoprotein receptor-related protein 1		HPMR		HPRD			MMP13	LRP1		known	literature supported
MMP1_CD44	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	CD44	CD44 molecule (Indian blood group)				HPRD				CD44		novel	literature supported
MMP1_ITGA2	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)				HPRD	STRING.binding	STRING.experiment		ITGA2		novel	literature supported
MMP2_SDC2	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	SDC2	syndecan 2									17623663	novel	literature supported
MMP7_CD151	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	CD151	CD151 molecule (Raph blood group)				HPRD	STRING.binding			CD151		novel	literature supported
MMP7_CD44	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	CD44	CD44 molecule (Indian blood group)				HPRD	STRING.binding			CD44		novel	literature supported
MMP7_CDH6	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)					STRING.binding					novel	putative
MMP7_ERBB4	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4					STRING.binding			ERBB4	17638887	novel	literature supported
MMP9_CD44	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	CD44	CD44 molecule (Indian blood group)				HPRD	STRING.binding		MMP9	CD44		novel	literature supported
MMP9_EPHB2	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	EPHB2	EPH receptor B2				HPRD			MMP9	EPHB2		novel	literature supported
MMP9_ITGAM	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)					STRING.binding		MMP9	ITGAM		novel	putative
MMP9_ITGB2	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)					STRING.binding		MMP9	ITGB2		novel	putative
MMP9_LRP1	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	LRP1	low density lipoprotein receptor-related protein 1		HPMR					MMP9	LRP1		known	literature supported
MST1_MST1R	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	DLRP	HPMR	IUPHAR	HPRD			MST1	MST1R		known	literature supported
MSTN_ACVR2B	MSTN	myostatin	ACVR2B	activin A receptor, type IIB				HPRD			GDF8	ACVR2B		novel	literature supported
MUC2_AGR2	MUC2	mucin 2, oligomeric mucus/gel-forming	AGR2	anterior gradient 2					STRING.binding		MUC2	AGR2	19359471	novel	literature supported
MUC7_SELL	MUC7	mucin 7, secreted	SELL	selectin L				HPRD				SELL		novel	literature supported
MYOC_FZD1	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	FZD1	frizzled class receptor 1									19188438	novel	literature supported
MYOC_FZD10	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	FZD10	frizzled class receptor 10									19188438	novel	literature supported
MYOC_FZD3	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	FZD3	frizzled class receptor 3									19188438	novel	literature supported
MYOC_FZD4	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	FZD4	frizzled class receptor 4									19188438	novel	literature supported
MYOC_FZD7	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	FZD7	frizzled class receptor 7									19188438	novel	literature supported
NAMPT_INSR	NAMPT	nicotinamide phosphoribosyltransferase	INSR	insulin receptor		HPMR					PBEF1	INSR		known	literature supported
NCAM1_CACNA1C	NCAM1	neural cell adhesion molecule 1	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit					STRING.binding		NCAM1			novel	putative
NCAM1_FGFR1	NCAM1	neural cell adhesion molecule 1	FGFR1	fibroblast growth factor receptor 1				HPRD	STRING.binding		NCAM1	FGFR1		novel	literature supported
NCAM1_FGFR2	NCAM1	neural cell adhesion molecule 1	FGFR2	fibroblast growth factor receptor 2					STRING.binding		NCAM1	FGFR2		novel	putative
NCAM1_GFRA1	NCAM1	neural cell adhesion molecule 1	GFRA1	GDNF family receptor alpha 1				HPRD	STRING.binding		NCAM1	GFRA1		novel	literature supported
NCAM1_PTPRA	NCAM1	neural cell adhesion molecule 1	PTPRA	protein tyrosine phosphatase, receptor type, A					STRING.binding		NCAM1	PTPRA		novel	putative
NCAM1_ROBO1	NCAM1	neural cell adhesion molecule 1	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)		HPMR					NCAM1	ROBO1		known	literature supported
NCAM1_ROBO3	NCAM1	neural cell adhesion molecule 1	ROBO3	roundabout, axon guidance receptor, homolog 3 (Drosophila)		HPMR					NCAM1	ROBO3		known	literature supported
NCAN_CDH2	NCAN	neurocan	CDH2	cadherin 2, type 1, N-cadherin (neuronal)					STRING.binding					novel	putative
NCAN_SDC3	NCAN	neurocan	SDC3	syndecan 3					STRING.binding			SDC3		novel	putative
NDP_FZD4	NDP	Norrie disease (pseudoglioma)	FZD4	frizzled class receptor 4		HPMR					NDP	FZD4		known	literature supported
NDP_LGR4	NDP	Norrie disease (pseudoglioma)	LGR4	leucine-rich repeat containing G protein-coupled receptor 4		HPMR					NDP	LGR4		known	literature supported
NGF_KIDINS220	NGF	nerve growth factor (beta polypeptide)	KIDINS220	kinase D-interacting substrate, 220kDa					STRING.binding		NGFB			novel	putative
NGF_MAGED1	NGF	nerve growth factor (beta polypeptide)	MAGED1	melanoma antigen family D, 1					STRING.binding		NGFB	MAGED1		novel	putative
NGF_NGFR	NGF	nerve growth factor (beta polypeptide)	NGFR	nerve growth factor receptor	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	NGFB	NGFR		known	literature supported
NGF_NGFRAP1	NGF	nerve growth factor (beta polypeptide)	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1					STRING.binding		NGFB	NGFRAP1		novel	putative
NGF_NTRK1	NGF	nerve growth factor (beta polypeptide)	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	NGFB	NTRK1		known	literature supported
NGF_SORCS3	NGF	nerve growth factor (beta polypeptide)	SORCS3	sortilin-related VPS10 domain containing receptor 3				HPRD	STRING.binding		NGFB			novel	literature supported
NGF_SORT1	NGF	nerve growth factor (beta polypeptide)	SORT1	sortilin 1		HPMR		HPRD	STRING.binding	STRING.experiment	NGFB	SORT1		known	literature supported
NID1_COL13A1	NID1	nidogen 1	COL13A1	collagen, type XIII, alpha 1				HPRD			NID1			novel	literature supported
