"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","Classification"
"1452","IL1B_IL1RAP","IL1B","interleukin 1, beta","IL1RAP","interleukin 1 receptor accessory protein","cytokine"
"1453","IL1F10_IL1R1","IL1F10","interleukin 1 family, member 10 (theta)","IL1R1","interleukin 1 receptor, type I","cytokine"
"1454","IL1RN_IL1R1","IL1RN","interleukin 1 receptor antagonist","IL1R1","interleukin 1 receptor, type I","cytokine"
"1455","IL1RN_IL1R2","IL1RN","interleukin 1 receptor antagonist","IL1R2","interleukin 1 receptor, type II","cytokine"
"1456","IL1RN_IL1RL2","IL1RN","interleukin 1 receptor antagonist","IL1RL2","interleukin 1 receptor-like 2","cytokine"
"1457","IL20_IL20RA","IL20","interleukin 20","IL20RA","interleukin 20 receptor, alpha","cytokine"
"1458","IL20_IL20RB","IL20","interleukin 20","IL20RB","interleukin 20 receptor beta","cytokine"
"1459","IL20_IL22RA1","IL20","interleukin 20","IL22RA1","interleukin 22 receptor, alpha 1","cytokine"
"1460","IL21_IL21R","IL21","interleukin 21","IL21R","interleukin 21 receptor","cytokine"
"1461","IL21_IL2RG","IL21","interleukin 21","IL2RG","interleukin 2 receptor, gamma","cytokine"
"1462","IL22_IL10RA","IL22","interleukin 22","IL10RA","interleukin 10 receptor, alpha","cytokine"
"1463","IL22_IL10RB","IL22","interleukin 22","IL10RB","interleukin 10 receptor, beta","cytokine"
"1464","IL22_IL21R","IL22","interleukin 22","IL21R","interleukin 21 receptor","cytokine"
"1465","IL22_IL22RA1","IL22","interleukin 22","IL22RA1","interleukin 22 receptor, alpha 1","cytokine"
"1466","IL22_IL22RA2","IL22","interleukin 22","IL22RA2","interleukin 22 receptor, alpha 2","cytokine"
"1467","IL23A_IL12RB1","IL23A","interleukin 23, alpha subunit p19","IL12RB1","interleukin 12 receptor, beta 1","cytokine"
"1468","IL23A_IL23R","IL23A","interleukin 23, alpha subunit p19","IL23R","interleukin 23 receptor","cytokine"
"1469","IL24_IL20RA","IL24","interleukin 24","IL20RA","interleukin 20 receptor, alpha","cytokine"
"1470","IL24_IL20RB","IL24","interleukin 24","IL20RB","interleukin 20 receptor beta","cytokine"
"1471","IL24_IL22RA1","IL24","interleukin 24","IL22RA1","interleukin 22 receptor, alpha 1","cytokine"
"1472","IL25_IL17RB","IL25","interleukin 25","IL17RB","interleukin 17 receptor B","cytokine"
"1473","IL26_IL20RA","IL26","interleukin 26","IL20RA","interleukin 20 receptor, alpha","cytokine"
"1474","IL27_IL27RA","IL27","interleukin 27","IL27RA","interleukin 27 receptor, alpha","cytokine"
"1475","IL2_CD53","IL2","interleukin 2","CD53","CD53 molecule","cytokine"
"1476","IL2_GYPE","IL2","interleukin 2","GYPE","glycophorin E (MNS blood group)","cytokine"
"1477","IL2_IL2RA","IL2","interleukin 2","IL2RA","interleukin 2 receptor, alpha","cytokine"
"1478","IL2_IL2RB","IL2","interleukin 2","IL2RB","interleukin 2 receptor, beta","cytokine"
"1479","IL2_IL2RG","IL2","interleukin 2","IL2RG","interleukin 2 receptor, gamma","cytokine"
"1480","IL2_NGFR","IL2","interleukin 2","NGFR","nerve growth factor receptor","cytokine"
"1481","IL31_IL31RA","IL31","interleukin 31","IL31RA","interleukin 31 receptor A","cytokine"
"1482","IL31_OSMR","IL31","interleukin 31","OSMR","oncostatin M receptor","cytokine"
"1483","IL34_CSF1R","IL34","interleukin 34","CSF1R","colony stimulating factor 1 receptor","cytokine"
"1484","IL3_CSF2RB","IL3","interleukin 3 (colony-stimulating factor, multiple)","CSF2RB","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","cytokine"
"1485","IL3_IL3RA","IL3","interleukin 3 (colony-stimulating factor, multiple)","IL3RA","interleukin 3 receptor, alpha (low affinity)","cytokine"
"1486","IL4_CD53","IL4","interleukin 4","CD53","CD53 molecule","cytokine"
"1487","IL4_IL13RA1","IL4","interleukin 4","IL13RA1","interleukin 13 receptor, alpha 1","cytokine"
"1488","IL4_IL13RA2","IL4","interleukin 4","IL13RA2","interleukin 13 receptor, alpha 2","cytokine"
"1489","IL4_IL2RG","IL4","interleukin 4","IL2RG","interleukin 2 receptor, gamma","cytokine"
"1490","IL4_IL4R","IL4","interleukin 4","IL4R","interleukin 4 receptor","cytokine"
"1491","IL5_CSF2RB","IL5","interleukin 5 (colony-stimulating factor, eosinophil)","CSF2RB","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","cytokine"
"1492","IL5_IL5RA","IL5","interleukin 5 (colony-stimulating factor, eosinophil)","IL5RA","interleukin 5 receptor, alpha","cytokine"
"1493","IL6_F3","IL6","interleukin 6 (interferon, beta 2)","F3","coagulation factor III (thromboplastin, tissue factor)","cytokine"
"1494","IL6_IL6R","IL6","interleukin 6 (interferon, beta 2)","IL6R","interleukin 6 receptor","cytokine"
"1495","IL6_IL6ST","IL6","interleukin 6 (interferon, beta 2)","IL6ST","interleukin 6 signal transducer (gp130, oncostatin M receptor)","cytokine"
"1496","IL7_IL2RG","IL7","interleukin 7","IL2RG","interleukin 2 receptor, gamma","cytokine"
"1497","IL7_IL7R","IL7","interleukin 7","IL7R","interleukin 7 receptor","cytokine"
"1498","IL8_CD79A","IL8","interleukin 8","CD79A","CD79a molecule, immunoglobulin-associated alpha","cytokine"
"1499","IL8_CXCR1","IL8","interleukin 8","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"1500","IL8_CXCR2","IL8","interleukin 8","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"1501","IL8_DARC","IL8","interleukin 8","DARC","Duffy blood group, atypical chemokine receptor","cytokine"
"1502","IL8_KDR","IL8","interleukin 8","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","cytokine"
"1503","IL8_SDC1","IL8","interleukin 8","SDC1","syndecan 1","cytokine"
"1504","IL8_SDC2","IL8","interleukin 8","SDC2","syndecan 2","cytokine"
"1505","IL8_SDC3","IL8","interleukin 8","SDC3","syndecan 3","cytokine"
"1506","IL9_IL2RG","IL9","interleukin 9","IL2RG","interleukin 2 receptor, gamma","cytokine"
"1507","IL9_IL9R","IL9","interleukin 9","IL9R","interleukin 9 receptor","cytokine"
"1508","INHA_ACVR1","INHA","inhibin, alpha","ACVR1","activin A receptor, type I","other"
"1509","INHA_ACVR1B","INHA","inhibin, alpha","ACVR1B","activin A receptor, type IB","other"
"1510","INHA_ACVR2A","INHA","inhibin, alpha","ACVR2A","activin A receptor, type IIA","other"
"1511","INHA_ACVR2B","INHA","inhibin, alpha","ACVR2B","activin A receptor, type IIB","other"
"1512","INHA_TGFBR3","INHA","inhibin, alpha","TGFBR3","transforming growth factor, beta receptor III","other"
"1513","INHBA_ACVR1","INHBA","inhibin, beta A","ACVR1","activin A receptor, type I","other"
"1514","INHBA_ACVR1B","INHBA","inhibin, beta A","ACVR1B","activin A receptor, type IB","other"
"1515","INHBA_ACVR2A","INHBA","inhibin, beta A","ACVR2A","activin A receptor, type IIA","other"
"1516","INHBA_ACVR2B","INHBA","inhibin, beta A","ACVR2B","activin A receptor, type IIB","other"
"1517","INHBA_BAMBI","INHBA","inhibin, beta A","BAMBI","BMP and activin membrane-bound inhibitor","other"
"1518","INHBA_ENG","INHBA","inhibin, beta A","ENG","endoglin","other"
"1519","INHBA_TGFBR3","INHBA","inhibin, beta A","TGFBR3","transforming growth factor, beta receptor III","other"
"1520","INHBB_ACVR1","INHBB","inhibin, beta B","ACVR1","activin A receptor, type I","other"
"1521","INHBB_ACVR1B","INHBB","inhibin, beta B","ACVR1B","activin A receptor, type IB","other"
"1522","INHBB_ACVR1C","INHBB","inhibin, beta B","ACVR1C","activin A receptor, type IC","other"
"1523","INHBB_ACVR2A","INHBB","inhibin, beta B","ACVR2A","activin A receptor, type IIA","other"
"1524","INHBB_ACVR2B","INHBB","inhibin, beta B","ACVR2B","activin A receptor, type IIB","other"
"1525","INHBC_ACVR1","INHBC","inhibin, beta C","ACVR1","activin A receptor, type I","other"
"1526","INHBC_ACVR1B","INHBC","inhibin, beta C","ACVR1B","activin A receptor, type IB","other"
"1527","INHBC_ACVR2A","INHBC","inhibin, beta C","ACVR2A","activin A receptor, type IIA","other"
"1528","INHBC_ACVR2B","INHBC","inhibin, beta C","ACVR2B","activin A receptor, type IIB","other"
"1529","INHBE_ACVR1","INHBE","inhibin, beta E","ACVR1","activin A receptor, type I","other"
"1530","INHBE_ACVR1B","INHBE","inhibin, beta E","ACVR1B","activin A receptor, type IB","other"
"1531","INHBE_ACVR2A","INHBE","inhibin, beta E","ACVR2A","activin A receptor, type IIA","other"
"1532","INHBE_ENG","INHBE","inhibin, beta E","ENG","endoglin","other"
"1533","INSL3_RXFP2","INSL3","insulin-like 3 (Leydig cell)","RXFP2","relaxin/insulin-like family peptide receptor 2","other"
"1534","INSL5_RXFP3","INSL5","insulin-like 5","RXFP3","relaxin/insulin-like family peptide receptor 3","other"
"1535","INSL5_RXFP4","INSL5","insulin-like 5","RXFP4","relaxin/insulin-like family peptide receptor 4","other"
"1536","INS_IGF1R","INS","insulin","IGF1R","insulin-like growth factor 1 receptor","other"
"1537","INS_INSR","INS","insulin","INSR","insulin receptor","other"
"1538","INS_LRP2","INS","insulin","LRP2","low density lipoprotein receptor-related protein 2","other"
"1539","ITGB3BP_ITGB3","ITGB3BP","integrin beta 3 binding protein (beta3-endonexin)","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","other"
"1540","ITGB3BP_ITGB5","ITGB3BP","integrin beta 3 binding protein (beta3-endonexin)","ITGB5","integrin, beta 5","other"
"1541","ITIH2_FCER1A","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","FCER1A","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide","other"
"1542","JAG1_NOTCH1","JAG1","jagged 1","NOTCH1","notch 1","other"
"1543","JAG1_NOTCH2","JAG1","jagged 1","NOTCH2","notch 2","other"
"1544","JAG1_NOTCH3","JAG1","jagged 1","NOTCH3","notch 3","other"
"1545","JAG1_NOTCH4","JAG1","jagged 1","NOTCH4","notch 4","other"
"1546","JAG2_NOTCH1","JAG2","jagged 2","NOTCH1","notch 1","other"
"1547","JAG2_NOTCH2","JAG2","jagged 2","NOTCH2","notch 2","other"
"1548","JAG2_NOTCH3","JAG2","jagged 2","NOTCH3","notch 3","other"
"1549","JAG2_NOTCH4","JAG2","jagged 2","NOTCH4","notch 4","other"
"1550","KAL1_FGFR1","KAL1","Kallmann syndrome 1 sequence","FGFR1","fibroblast growth factor receptor 1","other"
"1551","KAL1_SDC2","KAL1","Kallmann syndrome 1 sequence","SDC2","syndecan 2","other"
"1552","KISS1_KISS1R","KISS1","KiSS-1 metastasis-suppressor","KISS1R","KISS1 receptor","other"
"1553","KISS1_MMP24","KISS1","KiSS-1 metastasis-suppressor","MMP24","matrix metallopeptidase 24 (membrane-inserted)","other"
"1554","KITLG_EPOR","KITLG","KIT ligand","EPOR","erythropoietin receptor","other"
"1555","KITLG_KIT","KITLG","KIT ligand","KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","other"
"1556","KLK3_EPOR","KLK3","kallikrein-related peptidase 3","EPOR","erythropoietin receptor","other"
"1557","KNG1_BDKRB1","KNG1","kininogen 1","BDKRB1","bradykinin receptor B1","other"
"1558","KNG1_BDKRB2","KNG1","kininogen 1","BDKRB2","bradykinin receptor B2","other"
"1559","KNG1_CD93","KNG1","kininogen 1","CD93","CD93 molecule","other"
"1560","KNG1_GP1BA","KNG1","kininogen 1","GP1BA","glycoprotein Ib (platelet), alpha polypeptide","other"
"1561","KNG1_GPR135","KNG1","kininogen 1","GPR135","G protein-coupled receptor 135","other"
"1562","KNG1_ITGAM","KNG1","kininogen 1","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","other"
"1563","KNG1_ITGB2","KNG1","kininogen 1","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","other"
"1564","KNG1_PLAUR","KNG1","kininogen 1","PLAUR","plasminogen activator, urokinase receptor","other"
"1565","KNG1_RXFP4","KNG1","kininogen 1","RXFP4","relaxin/insulin-like family peptide receptor 4","other"
"1566","KNG1_SDC2","KNG1","kininogen 1","SDC2","syndecan 2","other"
"1567","KRTAP4-12_AQP1","KRTAP4-12","keratin associated protein 4-12","AQP1","aquaporin 1 (Colton blood group)","other"
"1568","KRTAP4-12_CATSPER1","KRTAP4-12","keratin associated protein 4-12","CATSPER1","cation channel, sperm associated 1","other"
"1569","KRTAP4-12_CLDN2","KRTAP4-12","keratin associated protein 4-12","CLDN2","claudin 2","other"
"1570","KRTAP4-12_CNTFR","KRTAP4-12","keratin associated protein 4-12","CNTFR","ciliary neurotrophic factor receptor","other"
"1571","KRTAP4-12_DLK2","KRTAP4-12","","DLK2","","other"
"1572","KRTAP4-12_LINGO1","KRTAP4-12","keratin associated protein 4-12","LINGO1","leucine rich repeat and Ig domain containing 1","other"
"1573","KRTAP4-12_PDGFRB","KRTAP4-12","keratin associated protein 4-12","PDGFRB","platelet-derived growth factor receptor, beta polypeptide","other"
"1574","KRTAP4-12_PLSCR4","KRTAP4-12","keratin associated protein 4-12","PLSCR4","phospholipid scramblase 4","other"
"1575","L1CAM_CNTN1","L1CAM","L1 cell adhesion molecule","CNTN1","contactin 1","other"
"1576","L1CAM_EGFR","L1CAM","L1 cell adhesion molecule","EGFR","epidermal growth factor receptor","other"
"1577","L1CAM_EPHB2","L1CAM","L1 cell adhesion molecule","EPHB2","EPH receptor B2","other"
"1578","L1CAM_ERBB2","L1CAM","L1 cell adhesion molecule","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","other"
"1579","L1CAM_ERBB3","L1CAM","L1 cell adhesion molecule","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","other"
"1580","L1CAM_FGFR2","L1CAM","L1 cell adhesion molecule","FGFR2","fibroblast growth factor receptor 2","other"
"1581","L1CAM_ITGA5","L1CAM","L1 cell adhesion molecule","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","other"
"1582","L1CAM_ITGAV","L1CAM","L1 cell adhesion molecule","ITGAV","integrin, alpha V","other"
"1583","LACRT_SDC1","LACRT","lacritin","SDC1","syndecan 1","other"
"1584","LAMA1_GPC1","LAMA1","laminin, alpha 1","GPC1","glypican 1","other"
"1585","LAMA1_ITGA1","LAMA1","laminin, alpha 1","ITGA1","integrin, alpha 1","other"
"1586","LAMA1_ITGA2","LAMA1","laminin, alpha 1","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","other"
"1587","LAMA1_ITGA3","LAMA1","laminin, alpha 1","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"1588","LAMA1_ITGA6","LAMA1","laminin, alpha 1","ITGA6","integrin, alpha 6","other"
"1589","LAMA1_ITGA7","LAMA1","laminin, alpha 1","ITGA7","integrin, alpha 7","other"
"1590","LAMA1_ITGB1","LAMA1","laminin, alpha 1","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"1591","LAMA1_ITGB4","LAMA1","laminin, alpha 1","ITGB4","integrin, beta 4","other"
"1592","LAMA1_ITGB8","LAMA1","laminin, alpha 1","ITGB8","integrin, beta 8","other"
"1593","LAMA1_NT5E","LAMA1","laminin, alpha 1","NT5E","5'-nucleotidase, ecto (CD73)","other"
"1594","LAMA1_RPSA","LAMA1","laminin, alpha 1","RPSA","ribosomal protein SA","other"
"1595","LAMA1_SDC2","LAMA1","laminin, alpha 1","SDC2","syndecan 2","other"
"1596","LAMA1_SDC4","LAMA1","laminin, alpha 1","SDC4","syndecan 4","other"
"1597","LAMA1_TMPRSS6","LAMA1","laminin, alpha 1","TMPRSS6","transmembrane protease, serine 6","other"
"1598","LAMA2_ITGA1","LAMA2","laminin, alpha 2","ITGA1","integrin, alpha 1","other"
"1599","LAMA2_ITGA2","LAMA2","laminin, alpha 2","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","other"
"1600","LAMA2_ITGA3","LAMA2","laminin, alpha 2","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"1601","LAMA2_ITGA6","LAMA2","laminin, alpha 2","ITGA6","integrin, alpha 6","other"
"1602","LAMA2_ITGA7","LAMA2","laminin, alpha 2","ITGA7","integrin, alpha 7","other"
"1603","LAMA2_ITGB1","LAMA2","laminin, alpha 2","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"1604","LAMA2_ITGB4","LAMA2","laminin, alpha 2","ITGB4","integrin, beta 4","other"
"1605","LAMA2_RPSA","LAMA2","laminin, alpha 2","RPSA","ribosomal protein SA","other"
"1606","LAMA3_SDC2","LAMA3","laminin, alpha 3","SDC2","syndecan 2","other"
"1607","LAMA4_ITGA3","LAMA4","laminin, alpha 4","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"1608","LAMA4_ITGA6","LAMA4","laminin, alpha 4","ITGA6","integrin, alpha 6","other"
"1609","LAMA4_ITGAV","LAMA4","laminin, alpha 4","ITGAV","integrin, alpha V","other"
"1610","LAMA4_ITGB1","LAMA4","laminin, alpha 4","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"1611","LAMA5_BCAM","LAMA5","laminin, alpha 5","BCAM","basal cell adhesion molecule (Lutheran blood group)","other"
"1612","LAMA5_ITGA2","LAMA5","laminin, alpha 5","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","other"
"1613","LAMA5_ITGA3","LAMA5","laminin, alpha 5","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"1614","LAMA5_ITGA6","LAMA5","laminin, alpha 5","ITGA6","integrin, alpha 6","other"
"1615","LAMA5_ITGB1","LAMA5","laminin, alpha 5","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"1616","LAMA5_ITGB4","LAMA5","laminin, alpha 5","ITGB4","integrin, beta 4","other"
"1617","LAMA5_SDC1","LAMA5","laminin, alpha 5","SDC1","syndecan 1","other"
"1618","LAMB1_ITGA1","LAMB1","laminin, beta 1","ITGA1","integrin, alpha 1","other"
"1619","LAMB1_ITGA2","LAMB1","laminin, beta 1","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","other"
"1620","LAMB1_ITGA3","LAMB1","laminin, beta 1","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"1621","LAMB1_ITGA6","LAMB1","laminin, beta 1","ITGA6","integrin, alpha 6","other"
"1622","LAMB1_ITGA7","LAMB1","laminin, beta 1","ITGA7","integrin, alpha 7","other"
"1623","LAMB1_ITGAV","LAMB1","laminin, beta 1","ITGAV","integrin, alpha V","other"
"1624","LAMB1_ITGB1","LAMB1","laminin, beta 1","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"1625","LAMB1_ITGB4","LAMB1","laminin, beta 1","ITGB4","integrin, beta 4","other"
"1626","LAMB2_RPSA","LAMB2","laminin, beta 2 (laminin S)","RPSA","ribosomal protein SA","other"
